Exposure;LicAge;RecordBeg;RecordEnd;Gender;MariStat;SocioCateg;VehUsage;DrivAge;HasKmLimit;ClaimAmount;ClaimNbResp;ClaimNbNonResp;ClaimNbParking;ClaimNbFireTheft;ClaimNbWindscreen;OutUseNb;RiskArea;BonusMalus;ClaimInd;ObtLic
0.322;340;05/09/2004;NA;Male;Other;CSP55;Private+trip to office;49;0;0;0;1;0;0;0;0;7;59;0;21
0.666;264;01/01/2004;01/09/2004;Female;Other;CSP50;Private+trip to office;53;0;0;1;0;0;0;1;0;6;50;0;31
0.226;272;01/09/2004;23/11/2004;Female;Other;CSP50;Private+trip to office;53;0;0;1;0;0;0;1;0;6;50;0;31
0.002;577;05/01/2004;06/01/2004;Female;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;6;50;0;21
0.819;577;06/01/2004;01/11/2004;Female;Other;CSP60;Private;69;0;1418.61027190332;0;0;0;0;0;0;6;50;1;21
0.166;587;01/11/2004;NA;Female;Other;CSP60;Private;70;0;0;1;0;0;0;0;0;6;50;0;22
0.047;361;14/08/2004;01/09/2004;Male;Other;CSP50;Private;48;0;0;0;0;0;0;0;0;3;50;0;18
0.333;362;01/09/2004;NA;Male;Other;CSP50;Private;48;0;0;0;0;0;0;0;0;3;50;0;18
0.509;457;28/02/2004;01/09/2004;Male;Other;CSP60;Private;61;1;0;0;0;0;0;0;0;9;50;0;23
0.005;464;01/09/2004;03/09/2004;Male;Other;CSP60;Private;61;1;0;0;0;0;0;0;0;9;50;0;23
0.327;464;03/09/2004;NA;Male;Other;CSP60;Private;61;0;0;0;0;0;0;0;0;9;50;0;23
0.177;571;01/01/2004;05/03/2004;Male;Other;CSP60;Private;74;0;0;1;0;0;0;0;0;6;62;0;27
0.478;182;09/03/2004;01/09/2004;Male;Other;CSP50;Private+trip to office;49;0;558.571903323263;1;0;0;0;0;0;7;50;1;34
0.333;188;01/09/2004;NA;Male;Other;CSP50;Private+trip to office;50;0;0;1;0;0;0;1;0;7;62;0;35
0.666;415;01/01/2004;01/09/2004;Female;Other;CSP55;Private+trip to office;54;0;0;0;0;0;0;0;0;8;50;0;20
0.333;423;01/09/2004;NA;Female;Other;CSP55;Private+trip to office;55;0;0;0;0;0;0;0;0;8;50;0;20
0.303;294;12/05/2004;01/09/2004;Male;Other;CSP55;Private+trip to office;42;0;0;0;0;0;0;1;0;8;50;0;18
0.333;298;01/09/2004;NA;Male;Other;CSP55;Private+trip to office;42;0;0;0;0;0;0;1;0;8;50;0;18
0.75;392;01/01/2004;01/10/2004;Male;Other;CSP50;Private;51;0;0;0;2;0;0;0;0;7;50;0;19
0.259;334;28/05/2004;01/09/2004;Male;Other;CSP55;Private;47;0;0;0;1;0;0;0;1;6;50;0;20
0.333;338;01/09/2004;NA;Male;Other;CSP55;Private;47;0;0;0;1;0;0;0;1;6;50;0;19
0.75;288;01/01/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;42;0;0;2;3;1;0;0;1;10;72;0;18
0.353;188;24/05/2004;01/10/2004;Male;Other;CSP55;Private+trip to office;33;0;0;0;0;0;0;0;0;6;50;0;18
0.333;515;11/05/2004;11/09/2004;Female;Other;CSP60;Private;64;0;0;0;1;0;0;0;0;10;50;0;22
0.055;519;11/09/2004;01/10/2004;Female;Other;CSP60;Private;64;0;0;0;0;0;0;0;0;10;50;0;21
0.249;520;01/10/2004;NA;Female;Other;CSP60;Private;64;0;0;0;0;0;0;0;0;10;50;0;21
0.066;233;07/12/2004;NA;Male;Other;CSP66;Private;37;0;0;0;0;0;0;0;0;6;64;0;18
0.62;225;28/01/2004;11/09/2004;Female;Other;CSP55;Private+trip to office;38;0;0;1;1;0;0;2;1;7;50;0;20
0.305;233;11/09/2004;NA;Female;Other;CSP55;Private+trip to office;39;0;0;1;1;0;0;1;1;7;50;0;20
0.009;399;28/09/2004;01/10/2004;Male;Other;CSP46;Professional;51;0;0;0;0;0;0;1;0;8;50;0;18
0.249;400;01/10/2004;NA;Male;Other;CSP46;Professional;51;0;0;0;0;0;0;1;0;8;50;0;18
0.75;215;01/01/2004;01/10/2004;Female;Other;CSP55;Private+trip to office;35;0;0;0;0;0;0;2;0;5;54;0;18
0.916;395;01/01/2004;01/12/2004;Male;Other;CSP55;Private+trip to office;52;0;0;0;0;0;0;0;0;11;50;0;20
0.575;156;04/03/2004;01/10/2004;Male;Other;CSP50;Private+trip to office;31;0;0;0;0;2;0;0;1;8;64;0;18
0.249;163;01/10/2004;NA;Male;Other;CSP50;Private+trip to office;31;0;731.138066465257;0;0;0;0;0;1;8;60;1;18
0.155;498;05/11/2004;NA;Male;Alone;CSP50;Private;59;0;0;2;0;0;0;1;0;11;58;0;18
0.75;483;01/01/2004;01/10/2004;Female;Other;CSP50;Private+trip to office;58;0;0;0;1;0;0;0;0;10;50;0;18
0.197;333;20/10/2004;NA;Female;Other;CSP55;Private;63;0;0;1;2;0;0;0;0;5;58;0;36
0.33;333;02/09/2004;NA;Male;Other;CSP55;Private+trip to office;49;0;0;0;0;0;0;0;0;6;50;0;22
0.103;707;24/11/2004;NA;Male;Other;CSP42;Professional;80;0;0;0;2;0;0;1;0;8;50;0;22
0.644;169;09/02/2004;01/10/2004;Female;Alone;CSP50;Private+trip to office;33;0;0;0;0;0;0;1;0;7;51;0;19
0.695;381;21/02/2004;01/11/2004;Male;Other;CSP60;Private;59;0;749.883987915408;1;0;0;0;0;0;5;50;1;28
0.166;390;01/11/2004;NA;Male;Other;CSP60;Private;60;0;0;2;0;0;0;0;0;5;62;0;28
0.013;257;23/09/2004;28/09/2004;Female;Other;CSP55;Private+trip to office;55;1;0;0;0;0;0;0;0;6;50;0;34
0.009;257;28/09/2004;01/10/2004;Female;Other;CSP55;Private+trip to office;55;1;0;0;0;0;0;0;0;6;50;0;34
0.249;258;01/10/2004;NA;Female;Other;CSP55;Private+trip to office;55;1;0;0;0;0;0;0;0;6;50;0;34
0.423;477;29/01/2004;01/07/2004;Male;Other;CSP60;Private;73;0;0;0;1;0;0;2;0;9;50;0;34
0.499;483;01/07/2004;NA;Male;Other;CSP60;Private;74;0;0;0;1;0;0;2;0;9;50;0;34
0.042;478;16/12/2004;NA;Female;Other;CSP60;Private;88;1;0;0;0;0;0;0;0;7;64;0;49
1;316;01/01/2004;NA;Female;Other;CSP50;Private;45;0;0;0;2;0;1;0;0;11;60;0;19
0.36;194;01/01/2004;11/05/2004;Female;Alone;CSP50;Private+trip to office;34;0;489.903625377643;0;0;1;0;1;0;11;50;1;18
0.472;198;11/05/2004;01/11/2004;Female;Other;CSP50;Private+trip to office;34;0;0;0;0;1;0;2;0;6;50;0;18
0.482;336;04/06/2004;28/11/2004;Male;Other;CSP50;Professional;47;0;0;0;0;0;0;0;0;10;50;0;19
0.092;341;28/11/2004;NA;Male;Other;CSP50;Professional;47;0;0;0;0;0;0;0;0;10;50;0;19
0.514;309;26/05/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;0;0;8;50;0;20
0.083;316;01/12/2004;NA;Male;Other;CSP50;Private+trip to office;46;0;0;0;0;0;0;0;0;8;50;0;20
0.431;313;26/06/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;10;50;0;28
0.083;319;01/12/2004;NA;Female;Other;CSP50;Private+trip to office;55;0;0;0;0;0;0;0;0;10;50;0;29
0.916;448;01/01/2004;01/12/2004;Male;Other;CSP60;Private;59;0;0;0;0;1;0;1;0;7;50;0;22
0.053;164;12/11/2004;01/12/2004;Female;Other;CSP50;Private+trip to office;43;0;0;0;2;0;1;1;0;9;50;0;30
0.083;165;01/12/2004;NA;Female;Other;CSP50;Private+trip to office;43;0;0;0;2;0;1;1;0;9;50;0;30
0.12;412;29/10/2004;12/12/2004;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;6;50;0;19
0.053;414;12/12/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;6;50;0;19
0.422;421;01/01/2004;03/06/2004;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;1;10;50;0;18
0.577;426;03/06/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;1;10;50;0;18
0.944;690;01/01/2004;11/12/2004;Male;Other;CSP60;Private;77;1;0;0;0;0;0;0;0;5;50;0;20
0.75;200;01/01/2004;01/10/2004;Female;Other;CSP50;Private+trip to office;35;0;0;0;0;0;1;0;0;10;76;0;19
0.969;423;12/01/2004;NA;Male;Other;CSP50;Private+trip to office;56;0;0;0;0;0;0;0;0;9;50;0;21
0.818;498;01/01/2004;26/10/2004;Female;Other;CSP42;Professional run;61;0;593.318429003021;0;0;0;0;3;0;11;52;1;20
0.131;507;26/10/2004;13/12/2004;Female;Other;CSP42;Professional run;62;0;0;0;0;0;0;4;0;11;52;0;20
0.05;509;13/12/2004;NA;Female;Other;CSP42;Professional run;62;0;0;0;0;0;0;4;0;11;50;0;20
1;548;01/01/2004;NA;Male;Other;CSP60;Private;69;0;0;0;0;0;0;0;0;5;50;0;24
0.012;413;27/12/2004;NA;Male;Other;CSP55;Private;52;0;0;0;0;0;0;1;1;4;50;0;18
0.916;168;01/01/2004;01/12/2004;Male;Other;CSP50;Private+trip to office;42;0;0;0;0;0;0;0;3;6;72;0;28
0.736;391;06/04/2004;NA;Male;Alone;CSP1;Professional;52;0;0;0;1;0;0;0;0;11;50;0;20
1;394;01/01/2004;NA;Male;Other;CSP46;Professional;51;0;0;0;0;0;1;0;2;10;90;0;19
0.005;417;01/01/2004;03/01/2004;Male;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;20
0.994;417;03/01/2004;NA;Male;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;20
1;463;01/01/2004;NA;Female;Other;CSP60;Private;76;1;0;0;0;0;1;0;0;9;50;0;38
0.273;555;23/09/2004;NA;Male;Other;CSP60;Private;64;0;0;0;0;0;0;1;0;4;50;0;18
0.25;343;01/01/2004;01/04/2004;Female;Other;CSP60;Private;66;0;0;1;1;0;0;3;0;5;50;0;38
0.916;229;01/01/2004;01/12/2004;Male;Other;CSP50;Professional;37;0;0;0;0;0;0;1;0;3;72;0;18
0.942;442;22/01/2004;NA;Female;Other;CSP55;Private+trip to office;55;0;97.3232628398791;0;1;0;0;1;0;7;50;1;19
0.005;386;01/01/2004;03/01/2004;Female;Other;CSP50;Private;53;0;0;0;1;0;0;1;0;8;50;0;21
0.994;386;03/01/2004;NA;Female;Other;CSP50;Private;53;0;0;0;1;0;0;1;0;8;50;0;21
0.632;379;01/01/2004;19/08/2004;Female;Alone;CSP55;Private+trip to office;50;0;0;1;0;0;0;0;0;7;50;0;19
0.367;386;19/08/2004;NA;Female;Alone;CSP55;Private+trip to office;51;0;0;1;0;0;0;0;0;7;50;0;19
0.544;422;15/06/2004;NA;Female;Other;CSP60;Private;71;0;0;0;0;0;0;0;0;1;50;0;36
0.002;388;01/01/2004;02/01/2004;Female;Alone;CSP50;Private+trip to office;55;0;0;0;0;0;0;0;0;10;68;0;23
0.997;388;02/01/2004;NA;Female;Alone;CSP50;Private+trip to office;55;0;0;0;0;0;0;0;0;10;68;0;23
0.971;158;01/01/2004;21/12/2004;Male;Other;CSP50;Private+trip to office;31;0;0;0;0;0;0;0;0;6;60;0;18
0.56;385;01/01/2004;23/07/2004;Female;Alone;CSP50;Private+trip to office;50;0;0;0;0;0;0;0;0;5;50;0;18
0.439;391;23/07/2004;NA;Female;Alone;CSP50;Private+trip to office;51;0;0;0;0;0;0;0;0;5;50;0;19
0.002;440;01/10/2004;02/10/2004;Male;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;18
0.002;440;02/10/2004;03/10/2004;Male;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;18
0.244;440;03/10/2004;NA;Male;Other;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;50;0;18
0.072;481;14/05/2004;10/06/2004;Female;Alone;CSP60;Private;62;1;0;0;0;0;1;0;0;11;50;0;22
1;298;01/01/2004;NA;Female;Other;CSP50;Private+trip to office;46;0;0;1;0;0;0;1;0;10;50;0;22
0.62;780;18/05/2004;NA;Male;Other;CSP60;Private;83;0;0;1;0;2;0;1;0;7;50;0;18
0.143;488;01/01/2004;23/02/2004;Female;Other;CSP60;Private;63;1;11924.0673716012;1;0;0;0;0;0;6;50;1;23
0.677;489;23/02/2004;27/10/2004;Female;Other;CSP60;Private;63;1;0;1;0;0;1;0;0;6;50;0;23
0.178;497;27/10/2004;NA;Female;Other;CSP60;Private;64;0;0;1;0;0;1;0;0;6;50;0;23
0.083;396;01/01/2004;01/02/2004;Male;Other;CSP46;Professional;51;0;0;2;1;0;0;1;0;6;50;0;18
0.916;397;01/02/2004;NA;Male;Other;CSP46;Professional;51;0;0;2;1;0;0;1;0;6;62;0;18
0.467;517;13/07/2004;NA;Female;Other;CSP60;Private;76;0;0;0;0;0;0;0;0;10;50;0;33
1;444;01/01/2004;NA;Female;Other;CSP60;Private;72;0;0;1;0;1;0;1;0;4;50;0;35
0.267;408;25/09/2004;NA;Female;Other;CSP50;Private+trip to office;53;0;0;0;2;0;0;1;0;6;50;0;19
0.39;483;01/01/2004;22/05/2004;Male;Other;CSP60;Private;73;0;0;1;1;0;1;0;0;10;50;0;33
0.609;487;22/05/2004;NA;Male;Other;CSP60;Private;73;0;0;1;1;0;1;0;0;10;50;0;33
0.591;599;01/01/2004;04/08/2004;Male;Other;CSP60;Private;72;0;0;2;0;0;1;0;0;10;53;0;23
0.598;507;26/03/2004;01/11/2004;Male;Other;CSP66;Professional;60;0;0;0;0;0;0;1;0;7;50;0;18
0.166;515;01/11/2004;NA;Male;Other;CSP66;Professional;61;0;0;0;0;0;0;0;0;7;50;0;19
0.116;342;01/01/2004;13/02/2004;Male;Other;CSP42;Professional;47;0;0;2;1;0;0;0;0;6;50;0;19
0.883;343;13/02/2004;NA;Male;Other;CSP42;Professional;47;0;0;2;1;0;0;0;0;6;50;0;19
0.379;465;01/01/2004;18/05/2004;Female;Other;CSP55;Private+trip to office;56;0;0;0;0;1;0;0;0;10;50;0;18
0.718;487;01/01/2004;20/09/2004;Male;Other;CSP60;Private;63;0;0;0;0;0;0;0;0;7;50;0;23
0.089;240;29/11/2004;NA;Female;Other;CSP42;Professional;41;0;0;2;0;0;0;0;1;7;62;0;21
0.305;159;11/09/2004;NA;Female;Alone;CSP50;Private+trip to office;32;0;0;0;2;0;0;0;0;6;51;0;19
0.166;295;01/01/2004;01/03/2004;Male;Other;CSP48;Private+trip to office;42;0;0;0;0;0;0;0;0;4;50;0;18
1;144;01/01/2004;NA;Female;Alone;CSP55;Private+trip to office;50;0;0;0;0;0;1;0;0;10;51;0;38
0.135;471;01/01/2004;20/02/2004;Female;Other;CSP1;Private+trip to office;69;0;0;0;1;0;0;0;0;10;90;0;30
0.344;472;20/02/2004;24/06/2004;Female;Other;CSP1;Private+trip to office;69;0;6077.40181268882;0;1;0;0;0;0;10;85;1;30
1;240;01/01/2004;NA;Female;Other;CSP55;Private+trip to office;38;0;0;1;0;0;0;2;0;6;50;0;18
0.173;360;29/10/2004;NA;Male;Other;CSP55;Private+trip to office;53;0;0;0;0;0;0;1;0;4;50;0;23
0.149;150;01/01/2004;25/02/2004;Male;Other;CSP50;Private+trip to office;31;0;0;0;0;0;0;0;1;9;50;0;19
0.85;151;25/02/2004;NA;Male;Other;CSP50;Private+trip to office;31;0;0;0;0;0;0;0;1;9;50;0;19
0.083;420;01/01/2004;01/02/2004;Male;Alone;CSP50;Private+trip to office;54;0;0;0;0;0;0;0;0;7;54;0;19
0.916;421;01/02/2004;NA;Male;Alone;CSP50;Private+trip to office;54;0;-666.758610271903;0;0;0;0;0;0;7;51;0;19
0.561;668;09/06/2004;NA;Male;Other;CSP60;Private;74;0;0;1;1;0;0;0;0;11;50;0;19
0.166;329;01/01/2004;01/03/2004;Male;Other;CSP50;Private+trip to office;49;0;0;1;0;0;0;1;0;7;50;0;22
0.833;331;01/03/2004;NA;Male;Other;CSP50;Private+trip to office;49;0;0;1;0;0;0;1;0;7;50;0;22
0.422;484;13/02/2004;15/07/2004;Male;Other;CSP50;Private+trip to office;58;0;0;0;1;0;0;1;0;7;50;0;18
0.461;489;15/07/2004;NA;Male;Other;CSP50;Private+trip to office;59;0;0;0;1;0;0;1;0;2;50;0;19
1;486;01/01/2004;NA;Male;Alone;CSP60;Private;70;0;0;0;0;0;0;0;0;11;53;0;30
0.166;304;01/01/2004;01/03/2004;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;0;0;6;50;0;20
0.519;306;01/03/2004;08/09/2004;Male;Other;CSP50;Private+trip to office;45;0;0;0;0;0;0;0;0;6;50;0;20
0.166;345;01/01/2004;01/03/2004;Male;Other;CSP48;Private+trip to office;57;0;0;1;0;0;0;1;1;10;50;0;29
0.833;347;01/03/2004;NA;Male;Other;CSP48;Private+trip to office;58;0;0;1;0;0;0;1;1;10;50;0;30
0.736;434;06/04/2004;NA;Male;Other;CSP60;Private;61;0;-1201.60060422961;0;1;0;0;1;0;10;50;0;25
0.528;261;21/06/2004;NA;Male;Other;CSP46;Professional;46;0;0;0;0;0;1;1;0;7;80;0;25
0.833;144;01/03/2004;NA;Male;Alone;CSP50;Private;31;0;0;0;0;0;0;1;1;6;68;0;19
0.2;340;19/06/2004;01/09/2004;Female;Other;CSP50;Private+trip to office;51;0;0;0;0;0;0;1;0;5;50;0;23
0.333;343;01/09/2004;NA;Female;Other;CSP50;Private+trip to office;52;0;0;0;0;0;0;1;1;5;50;0;24
0.166;440;01/01/2004;01/03/2004;Female;Other;CSP60;Private;68;0;0;0;0;1;0;0;0;7;60;0;32
0.833;442;01/03/2004;NA;Female;Other;CSP60;Private;68;0;0;0;0;1;0;0;0;7;57;0;32
1;576;01/01/2004;NA;Male;Other;CSP60;Private;66;0;0;0;0;0;0;0;0;9;50;0;18
0.774;511;01/01/2004;10/10/2004;Male;Other;CSP55;Private+trip to office;65;0;158.344712990937;0;0;0;0;1;0;10;50;1;23
0.044;525;15/12/2004;NA;Male;Other;CSP60;Private;71;1;0;0;0;0;0;1;0;6;50;0;28
0.064;612;08/12/2004;NA;Male;Other;CSP60;Private;72;0;0;0;0;0;0;0;0;9;50;0;21
0.35;338;25/03/2004;01/08/2004;Male;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;1;0;9;50;0;29
0.416;343;01/08/2004;NA;Male;Other;CSP50;Private+trip to office;57;0;0;0;0;0;0;1;1;9;50;0;29
0.24;378;01/01/2004;28/03/2004;Male;Other;CSP50;Private+trip to office;50;0;0;0;1;0;0;0;1;8;50;0;19
0.759;380;28/03/2004;NA;Male;Other;CSP50;Private+trip to office;50;0;0;0;1;0;0;0;1;8;50;0;19
0.756;593;29/03/2004;NA;Male;Alone;CSP50;Private+trip to office;72;0;0;0;0;0;0;1;0;11;50;0;23
0.155;478;05/11/2004;NA;Male;Other;CSP60;Private;61;0;0;0;1;0;1;2;0;8;50;0;22
0.255;579;01/01/2004;03/04/2004;Male;Other;CSP60;Private;70;0;0;0;0;0;0;0;0;9;50;0;22
0.25;319;01/01/2004;01/04/2004;Male;Other;CSP50;Private+trip to office;48;0;0;0;0;0;0;0;0;7;50;0;22
0.538;322;01/04/2004;15/10/2004;Male;Other;CSP50;Private+trip to office;49;0;0;0;0;0;0;0;0;7;50;0;23
0.167;259;31/01/2004;01/04/2004;Male;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;0;0;7;50;0;19
0.749;262;01/04/2004;NA;Male;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;0;0;7;50;0;19
0.75;586;01/01/2004;01/10/2004;Male;Other;CSP60;Private;73;0;0;0;0;0;0;0;0;9;50;0;25
0.733;679;07/04/2004;NA;Male;Other;CSP60;Private;75;0;0;0;0;1;0;0;0;10;50;0;19
0.271;285;01/01/2004;09/04/2004;Male;Other;CSP50;Private+trip to office;44;0;-164.789728096677;1;2;0;0;0;0;7;85;0;21
0.728;288;09/04/2004;NA;Male;Other;CSP50;Private+trip to office;45;0;0;1;3;0;0;0;0;7;80;0;21
0.125;445;16/11/2004;NA;Male;Other;CSP60;Private;76;0;0;1;0;0;0;1;0;2;50;0;39
0.246;178;01/01/2004;30/03/2004;Male;Other;CSP50;Private+trip to office;34;1;0;0;0;0;0;0;1;7;64;0;20
0.589;465;29/05/2004;NA;Male;Other;CSP60;Private;61;0;0;0;1;0;0;1;0;7;50;0;23
0.25;454;01/01/2004;01/04/2004;Male;Other;CSP46;Private+trip to office;56;0;0;0;1;0;0;1;0;7;50;0;19
0.749;457;01/04/2004;NA;Male;Other;CSP46;Private+trip to office;56;0;0;0;1;0;0;1;0;7;50;0;18
0.166;465;01/01/2004;01/03/2004;Female;Other;CSP60;Private;65;0;0;0;0;0;0;0;0;4;50;0;27
0.833;467;01/03/2004;NA;Female;Other;CSP60;Private;65;0;0;0;0;0;0;0;0;4;50;0;27
0.356;636;23/02/2004;01/07/2004;Female;Other;CSP60;Private;74;1;0;0;0;0;0;0;0;9;50;0;21
0.499;641;01/07/2004;NA;Female;Other;CSP60;Private;74;1;0;0;0;0;0;0;0;9;50;0;21
0.372;429;17/08/2004;NA;Male;Other;CSP1;Private+trip to office;54;0;0;1;0;0;0;0;0;4;50;0;19
0.344;333;01/01/2004;05/05/2004;Male;Other;CSP55;Private;46;1;0;0;0;0;0;0;0;10;50;0;19
0.655;337;05/05/2004;NA;Male;Other;CSP55;Private;46;0;0;0;0;0;0;0;0;10;50;0;18
0.603;154;24/05/2004;NA;Male;Alone;CSP50;Private+trip to office;33;0;0;0;1;0;0;0;0;6;64;0;21
0.304;251;01/01/2004;21/04/2004;Female;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;10;54;0;33
0.695;254;21/04/2004;NA;Female;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;10;51;0;32
0.333;445;01/01/2004;01/05/2004;Male;Other;CSP42;Private+trip to office;56;0;0;1;0;0;0;0;0;7;50;0;19
0.666;449;01/05/2004;NA;Male;Other;CSP42;Private+trip to office;56;0;0;1;0;0;0;0;0;7;50;0;19
0.166;151;01/01/2004;01/03/2004;Male;Other;CSP50;Private+trip to office;30;0;0;0;1;0;0;0;0;7;64;0;18
0.138;153;01/03/2004;21/04/2004;Male;Other;CSP50;Professional run;30;0;0;0;0;0;0;0;0;7;64;0;18
0.695;154;21/04/2004;NA;Male;Other;CSP50;Professional run;30;0;0;0;0;0;0;0;0;7;59;0;18
1;332;01/01/2004;NA;Female;Other;CSP60;Private;67;1;0;0;0;0;0;0;0;7;50;0;40
0.749;175;01/04/2004;NA;Female;Other;CSP50;Private+trip to office;34;0;0;0;0;1;0;0;0;10;50;0;20
0.517;146;25/06/2004;NA;Female;Alone;CSP50;Private+trip to office;31;0;0;0;0;0;0;0;0;4;51;0;19
0.25;409;01/01/2004;01/04/2004;Male;Other;CSP50;Professional;58;0;0;0;2;0;0;0;1;6;50;0;24
0.749;412;01/04/2004;NA;Male;Other;CSP50;Professional;58;0;0;0;2;0;0;0;1;6;50;0;24
0.094;384;15/06/2004;19/07/2004;Male;Other;CSP48;Professional;50;0;0;0;0;0;0;0;0;4;50;0;18
0.198;385;20/07/2004;01/10/2004;Male;Other;CSP48;Professional;50;0;0;0;0;0;0;0;0;4;50;0;18
0.249;388;01/10/2004;NA;Male;Other;CSP48;Professional;50;0;0;0;0;0;0;0;0;4;50;0;18
0.11;253;03/04/2004;13/05/2004;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;0;6;66;0;18
0.633;254;13/05/2004;NA;Male;Other;CSP50;Private+trip to office;39;0;0;0;0;0;0;0;0;6;66;0;18
0.546;433;07/04/2004;24/10/2004;Male;Other;CSP50;Professional;56;0;0;0;0;0;0;0;0;7;50;0;20
0.319;140;21/01/2004;16/05/2004;Male;Alone;CSP50;Private+trip to office;30;0;3357.60543806647;0;2;0;0;0;2;6;90;1;19
0.625;144;16/05/2004;NA;Male;Alone;CSP50;Private+trip to office;30;0;0;1;2;0;0;0;2;6;112;0;18
0.293;570;01/01/2004;17/04/2004;Male;Other;CSP50;Private;65;0;0;0;0;0;0;1;0;7;50;0;18
0.23;571;08/10/2004;NA;Male;Other;CSP60;Private;67;0;0;0;0;0;0;2;0;10;50;0;20
0.5;323;01/01/2004;01/07/2004;Female;Other;CSP50;Private;44;0;0;0;0;0;0;0;0;9;50;0;18
0.499;329;01/07/2004;NA;Female;Other;CSP50;Private;45;0;0;0;0;0;0;0;0;9;50;0;18
0.293;400;01/01/2004;17/04/2004;Male;Other;CSP50;Private+trip to office;58;0;0;1;0;0;0;2;1;7;50;0;25
0.195;305;21/10/2004;NA;Male;Other;CSP55;Private+trip to office;45;0;0;0;0;0;0;0;0;6;50;0;20
0.1;717;25/11/2004;NA;Male;Other;CSP60;Private;83;0;0;1;0;0;0;0;0;6;50;0;24
0.467;609;13/07/2004;NA;Male;Other;CSP60;Private;79;1;0;0;1;0;0;0;0;6;50;0;29
0.486;658;06/07/2004;NA;Male;Other;CSP60;Private;83;0;0;0;0;0;0;0;0;10;50;0;29
0.5;493;01/01/2004;01/07/2004;Male;Other;CSP50;Private+trip to office;62;0;0;0;0;0;0;1;0;5;68;0;21
0.48;502;08/07/2004;NA;Male;Other;CSP60;Private;61;0;0;0;0;0;0;2;0;4;50;0;20
0.311;416;09/09/2004;NA;Male;Other;CSP1;Private;56;0;0;2;1;0;0;0;0;5;73;0;22
0.5;332;01/01/2004;01/07/2004;Male;Other;CSP50;Private+trip to office;47;0;1144.21993957704;0;0;0;0;0;0;9;50;1;20
1;637;01/01/2004;NA;Male;Other;CSP60;Private;71;0;0;0;0;0;0;1;0;3;50;0;18
0.211;513;15/10/2004;NA;Female;Other;CSP60;Private;70;0;0;0;0;0;0;0;0;8;50;0;28
0.5;457;01/01/2004;01/07/2004;Male;Other;CSP50;Private+trip to office;59;0;0;0;2;0;0;1;0;11;50;0;21
0.412;768;01/01/2004;30/05/2004;Male;Other;CSP60;Private;82;0;0;1;0;1;0;0;0;1;50;0;18
0.587;772;30/05/2004;NA;Male;Other;CSP60;Private;83;0;0;1;0;0;0;0;0;1;50;0;19
0.888;493;01/01/2004;21/11/2004;Male;Other;CSP55;Private;68;0;0;0;2;0;0;1;0;6;50;0;27
0.5;254;01/01/2004;01/07/2004;Male;Other;CSP55;Private+trip to office;39;0;0;0;1;0;0;0;0;10;50;0;18
0.499;260;01/07/2004;NA;Male;Other;CSP55;Private+trip to office;39;0;0;0;1;0;0;0;0;10;50;0;18
0.426;420;28/07/2004;NA;Male;Other;CSP50;Private+trip to office;53;0;0;0;0;0;0;0;0;7;50;0;18
0.439;623;23/07/2004;NA;Male;Other;CSP48;Professional;71;0;0;0;0;0;0;0;0;6;50;0;20
0.5;614;01/01/2004;01/07/2004;Male;Alone;CSP60;Private;77;0;0;0;0;0;0;0;0;10;50;0;26
0.499;620;01/07/2004;NA;Male;Alone;CSP60;Private;78;0;0;0;0;0;0;0;0;10;50;0;27
0.5;251;01/01/2004;01/07/2004;Female;Other;CSP50;Private+trip to office;40;0;0;0;1;0;0;0;1;10;64;0;20
0.035;257;01/07/2004;14/07/2004;Female;Other;CSP50;Private+trip to office;41;0;0;0;1;0;0;0;1;10;60;0;20
0.583;375;01/01/2004;01/08/2004;Male;Other;CSP46;Professional;50;0;0;0;2;0;0;2;0;10;50;0;19
0.416;382;01/08/2004;NA;Male;Other;CSP46;Professional;50;0;0;0;1;0;0;2;0;10;50;0;19
0.501;357;31/01/2004;01/08/2004;Male;Other;CSP46;Professional;48;0;0;0;0;0;0;1;0;5;50;0;19
